world_rank,university_name,country,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,year,continent,female_ratio,male_ratio,lat,lon,cost_of_living,international_ratio,Y1 ,Y2 ,Y3 ,Y4 ,Y5 ,Y6 
211,"St Georges, University of London",United Kingdom,20.5,57.3,22.9,84.1,30.6,-,2958,13.4,17%,2014,Europe,61,39,51.4274,-0.1749,698.496,0.17,1.08875817280221,-0.854952397427186,-1.12544094653787,-0.071783752397344,-0.757541259974003,-0.264040148348965
212,Sungkyunkwan University (SKKU),South Korea,37.6,33.7,38.8,45.8,98.6,-,24365,20.3,9%,2014,Asia,39,61,37.5870453,126.9907693,823.151,0.09,0.018345203808847,1.40540318057333,2.17688687187068,0.564198870652854,-0.536053737834808,-0.090879889604623
213,Technion Israel Institute of Technology,Israel,35.1,59.7,37.2,48.9,36.2,-,13855,19.4,4%,2014,Asia,35,65,32.7767536,35.0241453,794.796,0.04,0.709038853964164,-0.549653976457294,0.277048080156632,0.143585641142476,0.901587407804221,-0.115255537318019
214,Tokyo Metropolitan University,Japan,19.3,29.4,9.6,100,31,-,9303,9.9,4%,2014,Asia,35,65,35.6200925,139.3829671,891.631,0.04,1.18721872770603,-1.08718716675944,-1.0814815860322,1.84363651396325,-1.712176508074,-0.006391569220196
215,Ulm University,Germany,38.6,54.6,20.6,68.4,51.1,-,9187,11.2,10%,2014,Europe,47,53,48.4222,9.9556,723.534,0.1,0.600975350930224,-0.109586257983239,-0.086547902944255,-0.030917104072471,-0.387647447127962,0.564042074282386
216,University of Adelaide,Australia,28.7,78.2,34.3,56.8,54.1,-,20771,30.1,26%,2014,Oceania,48,52,-34.9189226,138.6042367,771.256,0.26,0.486733677715066,-0.828310575819543,0.717570237501106,-0.761556562194228,0.086998686465665,-0.165865333829526
217,University of Bergen,Norway,30.8,62.9,28.2,66.6,34.7,-,11623,11.1,12%,2014,Europe,60,40,60.3689555,5.3501637,1080.593,0.12,0.410930343603499,-2.14748980487195,0.789284369267556,1.43287431714491,0.059700539100028,0.011010355088568
218,University of Calgary,Canada,32.8,62.9,30.2,56.8,45.4,-,28341,16.5,17%,2014,North America,53,47,51.0783651,-114.1283072,695.607,0.17,0.794066310034346,-0.218990491385493,0.047612513503508,-0.480856416180975,0.252680607242957,0.052064509171284
219,University of Gothenburg,Sweden,23.4,47.1,35.8,64.1,38,-,26420,16.4,12%,2014,Europe,,,57.6985351,11.9712482,765.585,0.12,0.94264337029215,-0.334764562667879,-0.22198160467695,0.427998743751054,0.008473285670142,-0.600675094456879
220,University of Innsbruck,Austria,25.2,91.4,17.2,70.6,40.2,-,18209,16.9,39%,2014,Europe,54,46,47.2633159,11.3844733,768.153,0.39,0.886158449153166,-1.7810911261918,0.039303168856742,-1.0339814188621,-0.368543592272784,0.299629897541112
221,University of Science and Technology of China,China,38.7,25.8,26.1,69.6,69.4,-,14290,7.9,2%,2014,Asia,,,31.839072,117.2642075,419.868,0.02,0.76710165022349,2.35825481019194,-0.838103121112453,-0.624262552924109,-0.881349059481506,0.278736342578569
222,University of Strasbourg,France,25.2,69.2,21.1,76.6,32,-,46208,17.8,21%,2014,Europe,58,42,48.5230707,7.7369528,800.895,0.21,0.902703335980227,-1.4679777842187,-0.449307360543991,-0.025005501950004,-0.416523566176299,0.046464566451188
223,University of Trento,Italy,27.2,54.7,22.9,71.5,42.8,-,16841,43.2,8%,2014,Europe,51,49,46.0658836,11.1159894,740.975,0.08,0.938236410728262,-0.489210594871494,-0.307696067730103,0.075649510357232,-0.481345790249683,0.020636825501163
224,University of Tubingen,Germany,31.1,56.6,21.6,71.8,32.3,-,28327,38.9,12%,2014,Europe,58,42,48.5340595,9.0712444,723.534,0.12,0.979476351165201,-0.651717770842905,-0.70768489878366,0.053941015143378,-0.174270873638808,0.210903223812493
225,University of Victoria,Canada,18.1,67,28.5,75.5,30.1,-,17581,21.5,11%,2014,North America,56,44,48.4620599,-123.3114198,695.607,0.11,1.11400384890044,-1.02940977122512,-0.829402062330049,-0.467793084541358,-0.348171504419707,-0.495433514005073
226,William & Mary,United States,37.2,26,18.5,73.6,31.9,-,7867,11.8,7%,2014,North America,54,46,37.2717,-76.7134,748.037,0.07,1.05780834808928,0.171223379634503,-0.956868886427668,1.2569767087876,-0.29020032707864,0.413872994414495
227,Autonomous University of Barcelona,Spain,30.6,48.3,28,64.2,39.1,-,30538,12.3,10%,2014,Europe,59,41,41.5019,2.1049,585.29,0.1,1.10851096970388,0.414132992944607,-0.835099932097684,-0.408922078073697,0.00655491835127,-0.043931157690406
228,Bilkent University,Turkey,24.4,43.7,26,69.2,46.6,-,,,,2014,Asia,,,39.8708829,32.7539187,376.747,,1.4523167696882,1.41098773630552,-1.46135439407351,-1.29480586843713,-0.513847318704974,-0.234224328876398
229,Georgia Health Sciences University,United States,47.2,30.8,12.1,63.5,-,-,,,,2014,North America,,,34.36594,-89.52536,748.037,,0.582696966119265,0.967453767619906,0.496729656004145,0.744813281116224,-0.741615343143387,1.11676716398596
230,Lomonosov Moscow State University,Russia,54.4,55.7,36.6,27,72.2,-,30822,7.7,20%,2014,Asia,43,57,55.7022971,37.5317978,380.064,0.2,0.577809153099327,2.42670375568054,0.428198914323124,-1.97116972732943,1.19536719816577,0.730330870199835
231,Panjab University,India,25.8,29.3,14,84.7,28.4,-,16691,23.9,1%,2014,Asia,46,54,30.758,76.7685,258.619,0.01,1.92331777924158,1.71927115457593,-2.97100083287752,-1.08744107625751,-0.854186841902863,0.117769299473472
232,Queens University,Canada,36.2,59.8,29.5,51.6,63.5,-,20488,22.1,10%,2014,North America,58,42,44.2253,-76.4951,695.607,0.1,0.598903262004272,0.32297298673331,0.711342654029416,-0.552130115462825,0.042961712374357,0.229213478270001
233,Renmin University of China,China,35.5,48.4,13.4,69.6,40.4,-,24954,12.7,6%,2014,Asia,,,39.9696,116.3188,419.868,0.06,1.42719165305618,1.01225899534089,-1.52406977090387,-1.12384158905763,-0.353491510764363,0.64194494142507
234,Simon Fraser University,Canada,22,58.4,27.9,66.7,41.8,-,26640,28.3,19%,2014,North America,55,45,49.2767454,-122.9177737,695.607,0.19,1.10137319471796,-0.401086480005392,-0.310455149576397,-0.304550374898805,-0.283156156420986,-0.332944907626718
235,Technical University of Darmstadt,Germany,37.6,66.3,30.7,43.3,88,-,20300,53.6,18%,2014,Europe,28,72,49.8748,8.6563,723.534,0.18,0.285121225930125,0.620228853729576,1.84099431206075,-0.90901135720571,-0.179776428393607,0.320009198963177
236,Tilburg University,Netherlands,32,57.6,45.7,39,55.5,-,7576,22.4,10%,2014,Europe,49,51,51.5630608,5.0435985,800.681,0.1,0.532311905835171,0.004396939714643,1.16110571729576,-0.010724962848228,0.862040799866523,-0.494792865608454
237,Tulane University,United States,43,29,20.6,61.1,-,-,11381,8.4,8%,2014,North America,56,44,29.9412195,-90.1201009,748.037,0.08,0.542736930690493,1.05490397104062,0.561274589376359,0.764885520960598,-0.603917367501003,0.657381174965436
238,University of Barcelona,Spain,24.5,45,24.7,74.9,30.3,-,47491,12.2,10%,2014,Europe,62,38,41.3868913,2.1635238,585.29,0.1,1.3285630332447,0.127479683156098,-1.39269704247656,-0.194129233246016,-0.352822535359358,-0.213042402161857
239,University of Cincinnati,United States,31.8,25.4,22.3,69.3,36.5,-,36108,15.7,6%,2014,North America,54,46,39.1318525,-84.5157621,748.037,0.06,1.16256883683935,0.297251524403721,-0.673783606610834,1.18157047709691,-0.290389721889583,0.081132881533297
240,University of Erlangen-Nuremberg,Germany,32.7,49.6,16.5,71.8,47.5,-,36146,53.9,9%,2014,Europe,49,51,49.5979,11.0046,723.534,0.09,0.933923467676466,-0.157858673187655,-0.292995431254537,0.160981383018715,-0.62478392884279,0.438200727413944
241,University of Kiel,Germany,29.7,44.2,22.7,69.5,39.8,-,24444,23.8,8%,2014,Europe,53,47,54.3469188,10.1102582,723.534,0.08,1.0472968484248,-0.117114191393195,-0.502189647264674,0.385959586269447,-0.332921553641966,0.075733668079718
242,University of Konstanz,Germany,27,58.9,30.7,59.9,59.5,-,10930,59.1,12%,2014,Europe,54,46,47.66033,9.17582,723.534,0.12,0.728181057479534,-0.031465035754635,0.496386765718612,-0.367584111546413,-0.324189413885743,-0.193928563365534
243,University of Milan-Bicocca,Italy,25.2,42.8,23.3,76,35.3,-,33370,72.5,5%,2014,Europe,60,40,45.5183378,9.2131683,740.975,0.05,1.0965492905914,-0.356876122626335,-0.748684591092725,0.561628810623066,-0.543207110932948,-0.142691142209536
244,University of Muenster,Germany,30,45.1,18.2,70.7,39.5,-,39838,46.1,8%,2014,Europe,53,47,51.9673422,7.5992433,723.534,0.08,1.13843693656955,-0.186813339834746,-0.53318597911563,0.369299557461113,-0.433263180266426,0.242450006827103
245,University of Otago,New Zealand,24.6,84.8,26.9,56.9,37.6,-,18600,20.3,21%,2014,Oceania,57,43,-45.8649793,170.5146133,777.034,0.21,0.98641406967187,-1.45799028561388,0.308378241724967,-0.817635267044712,0.310850205281374,-0.071976139304156
246,University of Sao Paulo,Brazil,47.2,24.9,50.8,29.4,40.1,-,81402,14.6,4%,2014,South America,48,52,-23.5614,-46.7308,457.96,0.04,0.940590204377304,2.36854192240891,-0.587077602315405,-0.297965794777422,1.84980818946735,-0.228305495123723
247,University of the Witwatersrand,South Africa,22.4,68.2,29.3,55.8,99,-,23321,18.6,9%,2014,Africa,56,44,-26.1888813,28.0247919,454.643,0.09,0.728985608251139,1.55858218243362,1.00736070418953,-2.34310824965089,-1.19007911278408,-0.218343687844119
248,University of Trieste,Italy,19.1,49.8,15,86.7,32.9,-,18135,25.8,9%,2014,Europe,56,44,45.65869,13.79342,740.975,0.09,1.29239452416581,-0.851480473680017,-1.0194403460594,0.3692117663371,-1.09754085859603,-0.085382746166861
249,University of Turin,Italy,26.1,39.7,20.9,72.7,41.9,-,67552,66,6%,2014,Europe,62,38,45.0694,7.6889,740.975,0.06,1.14345770206159,-0.099700747523579,-0.478166202143545,0.596471423520142,-0.618464540330003,-0.026243952082145
250,University of Waterloo,Canada,28.9,62,37.4,47.7,38.5,-,30726,24.2,14%,2014,North America,45,55,43.470613,-80.544958,695.607,0.14,1.00072061226774,-0.217303929292814,0.091668104736563,-0.453380988931225,0.789207402468364,-0.350485765078836
251,University of Western Ontario,Canada,37.3,62.7,33.7,45.1,52.3,-,27387,20.7,16%,2014,North America,54,46,43.661273,-79.389469,695.607,0.16,0.695706057307925,0.130671190414181,0.555303231472626,-0.57169670404453,0.652550487610258,0.133477158585819
252,University of Wurzburg,Germany,27.1,47.4,16,77,30.4,-,26576,38.4,8%,2014,Europe,57,43,49.79391,9.95121,723.534,0.08,1.26790415644013,-0.552727177851701,-0.953255737686558,0.392493716255143,-0.523129529594027,0.192262212401631
253,Vienna University of Technology,Austria,39.2,72.4,30.8,40.9,66.6,-,26419,52,27%,2014,Europe,27,73,48.1985397,16.3698617,768.153,0.27,0.452873315129937,-0.117024968493702,1.43681125594893,-0.709616016714597,0.481573658683426,0.377132147907499
254,Brunel University London,United Kingdom,21.6,89.1,19.1,64.6,34.1,-,12613,17.6,38%,2014,Europe,46,54,51.5325531,-0.4739936,698.496,0.38,1.25321031480018,-1.50323270067651,-0.224437139100626,-1.26735950496065,-0.045765149982879,0.0804846958638
255,Dalhousie University,Canada,32.6,59.1,28.8,50.3,67.1,-,15064,14.4,18%,2014,North America,55,45,44.6392595,-63.5842348,695.607,0.18,0.72511252150941,0.388953313985477,0.875199950393117,-0.58721871137897,-0.08104197719592,0.11471559048181
256,Hong Kong Polytechnic University,Hong Kong,28.4,62.6,35.7,48.4,40.3,-,22064,25.9,26%,2014,Asia,51,49,22.304572,114.1797629,836.098,0.26,0.861390133797659,-0.795036974914143,0.62421852578073,0.159332807015519,0.675554600340677,-0.308845222937456
257,Medical University of Vienna,Austria,25.9,69.4,15.9,68.3,33.7,-,7426,2.9,28%,2014,Europe,50,50,48.2197,16.3515,768.153,0.28,1.21326677944995,-1.22934340335189,-0.273959312658751,-0.228243593489687,-0.225277244334739,0.263277160607281
258,Montpellier University,France,23.4,54.2,24.7,67.7,33.4,-,36731,18.4,14%,2014,Europe,51,49,43.6153,3.8712,800.895,0.14,1.14782460416415,-0.886404049656229,-0.271195530883681,0.419255512664886,-0.16512363810086,-0.203189218665652
259,Nanjing University,China,36.8,50.8,23.2,52.6,51.8,-,29743,13.3,10%,2014,Asia,46,54,32.0565957,118.7740883,419.868,0.1,1.28364753335447,1.440311385081,-0.699375054184425,-1.39307621117112,0.181298947040391,0.408217218458085
260,National Chiao Tung University,Taiwan,37.3,28.9,42.1,37.3,99.5,-,12646,16.6,5%,2014,Asia,27,73,24.7867677,120.9972441,640.288,0.05,0.347179533756978,2.42835392870001,1.76777964590392,-0.167814314499044,-0.208699924309984,-0.224464194662479
261,National Tsing Hua University,Taiwan,39.5,21.5,35.4,44.7,43.4,-,10221,13.5,5%,2014,Asia,33,67,24.7925484,120.9951183,640.288,0.05,1.10117974758051,1.43918359478804,-0.240823244934399,0.669605174384865,0.788148479185745,-0.038601751201638
262,Norwegian University of Science and Technology,Norway,32.2,54.2,26.7,52.9,46.2,-,17381,13.9,9%,2014,Europe,46,54,63.4204473,10.3890918,1080.593,0.09,0.611581742179172,-1.49196452160643,1.45308510931611,1.56653144569261,0.24397932219946,0.110056702815046
263,Queens University Belfast,United Kingdom,26.9,87.5,22.8,53.8,48.5,-,17940,17.9,30%,2014,Europe,54,46,54.5841487,-5.933721,698.496,0.3,1.01850252348362,-0.965995590558581,0.475130968117216,-1.37366787501435,0.152220350991479,0.190774638055549
264,Sharif University of Technology,Iran,29.7,20.7,37.2,49,98.3,-,10977,18.7,0%,2014,Asia,27,73,35.7036227,51.351251,383.06,0,0.882120311358205,3.44693472995596,0.500212376299747,-1.0474512075945,-0.84662453096793,-0.408515793864126
265,Swedish University of Agricultural Sciences,Sweden,29,45.2,23.9,59.3,99.8,-,3879,4.6,,2014,Europe,67,33,63.8201574,20.3146663,765.585,,0.412637841391152,0.985158237136212,1.79967997329994,-0.076172060094623,-1.41310621449181,0.114991933573882
266,TU Dresden,Germany,28.7,49.5,15,71.8,38.4,-,35487,37.4,12%,2014,Europe,42,58,51.0282765,13.7359828,723.534,0.12,1.22909659413987,-0.383905856722506,-0.551376885301007,0.23077602257357,-0.505762306759713,0.316880113912579
267,University of Cologne,Germany,29.7,53.4,18.7,63.6,-,-,43280,43.4,11%,2014,Europe,60,40,50.9282,6.9288,723.534,0.11,0.81669037577376,0.252713793771257,0.677488022638042,-0.237938906110624,-0.880195346438417,0.306234959445579
268,University of Essex,United Kingdom,30.6,82.4,30.5,47.6,32.7,-,12695,19.8,39%,2014,Europe,55,45,51.8777052,0.9461592,698.496,0.39,1.04737358775721,-0.968375563314543,0.085217745964357,-1.06475664799131,0.937182041354187,0.034960429714106
269,University of Iceland,Iceland,12.5,59.9,24.3,71.1,78.5,-,13960,25.9,8%,2014,Europe,66,34,64.1365505,-21.9030159,1089.902,0.08,0.489237695003521,-1.50112111470755,2.14165344295499,1.08649160002602,-1.5968982456467,-0.530112319612865
270,University of Nebraska-Lincoln,United States,32.6,42,30,52.4,34.2,-,21789,16.4,9%,2014,North America,46,54,40.8202,-96.7005,748.037,0.09,1.15382308703301,0.0165841878709,-0.159400449227202,0.558685715663761,0.58786517868633,-0.057307549510593
271,University of Newcastle,Australia,21.2,70.5,28.2,58,74.2,-,23508,21.9,18%,2014,Oceania,56,44,-32.9276256,151.7713309,771.256,0.18,0.691528485124629,-0.331790501117246,1.29859068566047,-0.720016511637433,-0.720677727397419,-0.260581882209643
272,University of Pavia,Italy,27.9,40.5,20,66.7,63.3,-,22958,40.6,6%,2014,Europe,56,44,45.1867,9.1568,740.975,0.06,0.948957063445956,0.383546785000024,0.35036815348214,0.348877349094857,-0.897434343157726,0.118359628055667
273,University of South Carolina,United States,34.6,34.4,27.9,56.2,31.5,-,29336,16.3,1%,2014,North America,55,45,33.9928298,-81.0268517,748.037,0.01,1.16718452653407,0.151495623694219,-0.41727143340867,0.873178688964104,0.488652824289536,0.049673524843946
274,University of the Andes,Colombia,14.5,55.7,10.5,89.3,30.6,-,15773,16.9,2%,2014,South America,44,56,4.6018,-74.0661,322.605,0.02,1.98619884780667,0.526995837643494,-2.5320736631073,-1.74925392251003,-1.24550474365025,-0.090686253992837
275,Vrije Universiteit Brussel,Belgium,30,54.4,24.9,59.3,44.7,-,9020,17.1,16%,2014,Europe,55,45,50.8206674,4.3950331,780.779,0.16,0.969517062725549,-0.417141343550465,0.207456709337647,0.209385950943422,-0.002297267916975,0.07799625631239
276,Carleton University,Canada,19.4,57.5,24.1,66.7,-,-,25036,29.8,18%,2014,North America,47,53,45.3860843,-75.6953927,695.607,0.18,0.940123934545285,0.131644169209122,0.577860683463305,-0.552821708185151,-1.0841185148233,-0.267535699212265
277,Chalmers University of Technology,Sweden,26.2,61.5,34.8,44.3,77.3,-,8605,11.6,15%,2014,Europe,30,70,57.6896523,11.9766811,765.585,0.15,0.656851592300505,0.274083531753957,1.64782191988339,-0.510304874093831,-0.131362277723808,-0.308361892057988
278,Colorado State University,United States,28.6,31.4,29.8,57.4,38.5,-,26769,19,5%,2014,North America,52,48,40.5709358,-105.0865526,748.037,0.05,1.22253850873913,0.312319053303962,-0.225590051725202,0.880123432851777,0.178206119236799,-0.25568661244602
279,Creighton University,United States,41.3,21.7,10.9,68.2,-,-,7086,8.3,2%,2014,North America,57,43,41.2661065,-95.9450787,748.037,0.02,0.792954949216143,1.11237798685816,0.329455281054058,1.0453777885648,-1.08275581569729,0.877949630487176
280,Ko?? University,Turkey,16.6,57.8,17.1,72.1,41.1,-,4488,14.6,8%,2014,Asia,52,48,34.7275714,135.2371,376.747,0.08,1.86360198630659,0.7182043916407,-1.54479241064877,-1.74357457031254,-0.723422891306858,-0.187296665270917
281,Macquarie University,Australia,20.9,91.1,23.8,54.2,37.9,-,27930,20,44%,2014,Oceania,55,45,-33.7774154,151.1181406,771.256,0.44,1.20515499973167,-1.63869400628201,0.447879884093787,-1.09113192123425,0.305732470388088,-0.080519183742703
282,Plymouth University,United Kingdom,16.4,48.3,16,75.4,28.9,-,24121,25.9,13%,2014,Europe,52,48,50.3755269,-4.1393769,698.496,0.13,1.69884395499871,-0.598454670684202,-0.973993646731985,0.195628590732353,-0.629490050454038,-0.225984020602013
283,Polytechnic University of Milan,Italy,28.6,36.4,25,56.3,75.9,-,30025,22.2,12%,2014,Europe,34,66,45.4781,9.2282,740.975,0.12,0.866199045986427,0.914423085603336,0.987566271614138,0.320686928577006,-0.747891348207391,-0.011479339892654
284,University of Queensland,Australia,26.6,67.9,32.3,44,65.3,-,33391,35.8,17%,2014,Oceania,54,46,-27.4974181,153.0131696,771.256,0.17,0.817246986729842,-0.181254125073029,1.35501032570523,-0.584880279000686,0.163724573263258,-0.196678681511778
285,Tokyo Medical and Dental University (TMDU),Japan,43.3,22,21.1,52,46.6,-,2872,3.3,7%,2014,Asia,51,49,35.70155,139.76446,891.631,0.07,0.899690487108082,0.333359427005342,0.527599603593248,1.84845077526259,0.270001372742189,0.593392320803459
286,University College Cork,Republic of Ireland,27.2,67.1,20.1,56.8,50,-,15805,22.3,15%,2014,Europe,55,45,51.8981345,-8.483607,806.245,0.15,1.04930786976972,-0.819187182067347,0.652417015668201,-0.17821999109494,-0.122442478046741,0.199070997270282
287,University of Alaska Fairbanks,United States,26.1,38.2,25.5,57.4,52.5,-,3837,8.2,7%,2014,North America,53,47,64.8558,-147.8335,748.037,0.07,1.19231905932825,0.335702091793128,0.282794458643568,0.505694582197918,-0.252466340569309,-0.155947693718536
288,University of Bath,United Kingdom,26.7,77.4,25.2,50.1,35,-,12830,18.8,30%,2014,Europe,46,54,51.3791442,-2.3252332,698.496,0.3,1.29020077719435,-0.87586162348137,0.077256614465141,-0.921214728699573,0.608291951452734,0.038721485424108
289,University of Bologna,Italy,30.7,40.7,18.6,64.2,33.5,-,85532,22.9,7%,2014,Europe,56,44,44.4947702,11.3558967,740.975,0.07,1.33075840021212,-0.157364125697462,-0.517378549062836,0.630667395688673,-0.050980540090581,0.234228801885466
290,University of Fribourg,Switzerland,25.9,84.5,16.3,57.6,30.6,-,10416,46.9,19%,2014,Europe,58,42,46.8064,7.152,1296.412,0.19,0.726382332525386,-3.75701624751021,1.87419751093547,1.67552369723527,0.27062952524818,0.322060816932126
291,University of Georgia,United States,39.6,35,28.9,46.1,30.7,-,33119,19.9,7%,2014,North America,57,43,33.948,-83.3773,748.037,0.07,1.18412782196783,0.297532052584783,-0.186129367361334,0.840583667782065,0.989578770772716,0.225641737032558
292,University of Kansas,United States,33.9,33.6,19.8,59.9,35.9,-,,,,2014,North America,,,38.9538529,-95.2631379,748.037,,1.29715371598932,0.163477840499157,-0.374612698919739,0.878912562214092,0.098354190746837,0.295666144324202
293,University of Milan,Italy,25.7,35.6,19.8,65.5,39,-,58618,24.3,5%,2014,Europe,60,40,45.4601,9.1946,740.975,0.05,1.40755249594853,0.041335555815625,-0.396289472067474,0.729896681844931,-0.329407129913075,-0.019974607925754
294,University of Montana,United States,29.5,22.6,15,74.6,34.5,-,12470,15.2,3%,2014,North America,54,46,46.8601,-113.9852,748.037,0.03,1.38943799396948,0.211281319078579,-0.882084831028716,1.31423832088768,-0.609215498267108,0.21617390204246
295,University of South Florida,United States,24.1,38.5,31.1,52.4,95,-,31424,21.5,10%,2014,North America,,,28.0599999,-82.4138362,748.037,0.1,0.64859468712792,1.23454683783905,1.74694142775517,0.052498526785482,-1.04926198765846,-0.352604749295427
296,University of Southern Denmark,Denmark,18.5,66.4,18.3,64.7,70.9,-,22210,12.7,16%,2014,Europe,52,48,55.3679132,10.4281552,870.766,0.16,0.890369464161006,-0.845882174505414,1.35103930660812,-0.064982356690802,-1.1210355647541,-0.063368606256529
297,University of Wollongong,Australia,22.8,83.9,25.2,49.1,59.6,-,16489,25.4,24%,2014,Oceania,50,50,-34.4050554,150.8783465,771.256,0.24,0.98499520567044,-0.909143491081021,1.19383395690853,-1.06654658369792,-0.006459697022421,-0.047060486524584
298,Victoria University of Wellington,New Zealand,19.7,82.9,27.7,52.9,46.4,-,17142,21.1,21%,2014,Oceania,55,45,-41.2916466,174.7675554,777.034,0.21,1.11097852796798,-1.22641862631364,0.704604272173156,-0.881951835261302,0.153002843299679,-0.283128952572839
299,Virginia Polytechnic Institute and State University,United States,33.7,27.5,40.4,38.7,42,-,30850,18.6,10%,2014,North America,42,58,37.2187245,-80.4254252,748.037,0.1,1.11826296576982,0.836156261241227,0.328832040704285,0.912707832993775,1.02702361571412,-0.405710261059017
300,York University,Canada,24.2,55.3,28.1,55.5,36.2,-,48007,39.4,9%,2014,North America,59,41,43.7743911,-79.5048109,695.607,0.09,1.35002372966346,-0.260098254171042,-0.209794036567437,-0.184801304258728,0.292034107597966,-0.263353666437482
301,Aalborg University,Denmark,20,70.8,24.5,46,39.8,-,17422,15.9,15%,2014,Europe,48,52,57.0159028,9.9753283,870.766,0.15,1.41161708732311,-1.31108124598981,0.923598855591716,-0.001279714615927,0.460998807365528,-0.221316862530416
302,Aalto University,Finland,26.9,64.3,17,57.4,39.4,-,16099,24.2,17%,2014,Europe,32,68,60.1855876,24.8242733,779.174,0.17,1.32761725688235,-0.862581927968724,0.19702516260452,-0.102973294343061,0.047168280409718,0.262802857883882
303,Aberystwyth University,United Kingdom,19.3,65.5,17.6,57.5,32.8,-,9252,19.2,18%,2014,Europe,48,52,52.4107358,-4.052955,698.496,0.18,1.73068422133569,-0.775990797455223,-0.237982816257563,-0.494377632839451,0.077617271708835,-0.061449607675834
304,Autonomous University of Madrid,Spain,24.5,46,19.4,55,33.4,-,28296,13,15%,2014,Europe,56,44,40.5467,-3.6944,585.29,0.15,1.84083563654293,0.368991173942502,-0.727329204666875,-0.343172633384074,0.211056524753361,-0.002066944775063
305,Bangor University,United Kingdom,20.6,68.8,23.2,50.1,30.7,-,9567,19.5,22%,2014,Europe,55,45,53.2254127,-4.1410682,698.496,0.22,1.67804080217447,-0.780190416390985,-0.086479147229931,-0.618439175200171,0.527182898623461,-0.179981169195638
306,Bayreuth University,Germany,22.8,54.1,12.7,66,-,-,12520,35.5,8%,2014,Europe,46,54,49.9288,11.5858,723.534,0.08,1.1644741168051,0.097191858291028,0.663884317382555,-0.282658644545073,-1.19546358282719,0.238055739345778
307,Bielefeld University,Germany,22.8,46.9,17.9,59.9,35.8,-,21428,67.8,8%,2014,Europe,57,43,52.0376885,8.4932233,723.534,0.08,1.64200177424726,-0.258720371793065,-0.291911306264354,0.25564847869307,-0.087972520582223,-0.016864189438517
308,Claude Bernard University Lyon 1,France,21.2,50.6,16.3,61.4,33.3,-,35308,16.1,11%,2014,Europe,50,50,45.7796,4.8656,800.895,0.11,1.62301590766386,-0.776368952259606,-0.103021548921462,0.509999893521294,-0.128731358752617,-0.014848877492339
309,Deakin University,Australia,16.6,73.4,18.7,54.2,31.1,-,32713,30.4,17%,2014,Oceania,60,40,-38.1437971,144.3600854,771.256,0.17,1.7295551534317,-1.32159268873796,0.128957519421889,-0.44208589662243,0.232011181766183,-0.168584459410537
310,Drexel University,United States,33.9,38.2,15,56.2,32.5,-,20713,10.8,18%,2014,North America,48,52,39.9574,-75.1902671,748.037,0.18,1.51697532823403,-0.022465258706727,-0.334175176097123,0.74214583557144,0.255527994967962,0.478297263353668
311,Heriot-Watt University,United Kingdom,24.7,87.8,20.8,39,44.3,-,8773,17.8,43%,2014,Europe,41,59,55.9102914,-3.3234578,698.496,0.43,1.50493456696704,-0.912880977710792,0.774341692458818,-1.42111542090274,0.717144711843951,0.183082201393385
312,Hokkaido University,Japan,41,24.6,28.3,32.3,44.2,-,18162,8.2,9%,2014,Asia,29,71,43.0790078,141.3377295,891.631,0.09,1.18328357242393,0.464501275893504,1.0248094260998,1.67442168361076,1.12686238634871,0.288556625756965
313,Hong Kong Baptist University,Hong Kong,20.7,59.5,13.9,65.3,30.2,-,10441,11,25%,2014,Asia,61,39,22.3874201,114.2082222,836.098,0.25,1.55452825810498,-1.31046819382123,-0.109597442137005,0.41595601059437,-0.209629991461278,0.078180506400338
314,Kansas State University,United States,26.1,34.1,15.5,57.4,38.7,-,21379,15.1,10%,2014,North America,50,50,39.2087029,-96.5884441,748.037,0.1,1.69210160806821,0.128572781592178,-0.163788896091877,0.785735425479368,-0.097583952387527,0.143149523624295
315,Keele University,United Kingdom,19.4,71.2,19.4,58.7,30.4,-,8397,15.7,20%,2014,Europe,55,45,53.0016756,-2.2706942,698.496,0.2,1.63491073227516,-0.995299960429807,-0.304051340922688,-0.661341023293586,0.147145967998825,-0.097467206498703
316,King Mongkuts University of Technology Thonburi,Thailand,13,24.4,10.5,75.4,62.2,-,17791,23.7,1%,2014,Asia,42,58,13.651,100.4954,508.678,0.01,1.95659231978688,1.47105630059652,-0.758601488029919,-0.19638487569756,-1.67901304603738,-0.23049689645992
317,Kyushu University,Japan,38.6,24.5,28,30.9,75,-,18925,6.7,8%,2014,Asia,28,72,33.5991466,130.2235985,891.631,0.08,0.903247621217343,1.06366963300622,2.03303464916836,1.36571290085053,0.377886105445943,0.252392166394438
318,Lehigh University,United States,28.9,35.7,16,53.7,39.7,-,6300,11.3,15%,2014,North America,44,56,40.6068028,-75.3782488,748.037,0.15,1.63400620504775,0.177396582708388,-0.033796335862614,0.719577197598555,0.081025185935954,0.249566583385086
319,Linkoping University,Sweden,20.6,50.2,26,55.6,-,-,17866,7.7,10%,2014,Europe,52,48,58.3978,15.576,765.585,0.1,1.05270971441928,0.220505017916769,1.06192814943969,-0.026885805345981,-0.662064609935763,-0.306243823097401
